agent_id,macro_region,department,municipality,generation_cohort,residential_stratum,current_state,llm_final_state,decision_transition,decision_changed,comparison_status,confidence,uncertainty,decision_confidence,heuristic_signal_title,dominant_motif,dominant_source_category,abm_dominant_emotion,heuristic_reconstructed_opinion,heuristic_reconstruction_basis,decisive_argument,rationale_summary,dominant_emotion,social_media_post
A00001,Bogota_Cundinamarca,Cundinamarca,Soacha,35_49,2,Cepeda,Cepeda,Cepeda → Cepeda,False,Stable across ABM and LLM,0.7671476252460041,0.39408823961692696,0.72,Cepeda reconoce el resultado de primera vuelta y De la Espriella redefine su relación con los partidos,reconocimiento_y_alianzas,television,esperanza,"Según las reglas del ABM, terminé inclinado hacia Cepeda. El mayor peso atribuido provino de “Cepeda reconoce el resultado de primera vuelta y De la Espriella redefine su relación con los partidos”, dentro del motivo “reconocimiento_y_alianzas”, asociado principalmente con “television”. La emoción heurística dominante fue “esperanza”. Mis indicadores finales fueron confianza heurística 0.77, incertidumbre 0.39, fatiga 0.68, movilización 0.74.",State=Cepeda; signal=S159; motif=reconocimiento_y_alianzas; source=television; emotion=esperanza,"El estado inicial y heurístico del agente apunta consistentemente a OPTION_B, con una posición consolidada en -1.0 y una movilización alta (0.74). Las señales de mayor peso en la dieta informativa (S162, S067, S064) no alteraron la dirección del voto, y las señales positivas hacia OPTION_B (S014, S012) refuerzan la inclinación existente. La propensión al voto en blanco es cero y la abstención es baja, lo que indica disposición a votar.","Con base en la dieta informativa revisada, la posición del agente se mantuvo firme hacia OPTION_B. Las señales de contraste entre candidatos no cambiaron la dirección del voto, y la movilización alta junto con propensión cero al voto en blanco confirman la decisión de votar por OPTION_B.",evaluacion,"Vea, uno revisa la información con cuidado y al final la decisión no cambia. Yo voy a votar convencida, porque lo que vi me da más razones que dudas. Sumercé, no se deje llevar por el miedo que siembran."
A00484,Bogota_Cundinamarca,Bogota,Bogota,65_mas,3,Cepeda,Cepeda,Cepeda → Cepeda,False,Stable across ABM and LLM,0.6952073401382153,0.4694887390186157,0.69,La Silla reporta que Kpopers entran a campaña para impulsar a Cepeda,kpopers_con_cepeda,radio,esperanza,"Según las reglas del ABM, terminé inclinado hacia Cepeda. El mayor peso atribuido provino de “La Silla reporta que Kpopers entran a campaña para impulsar a Cepeda”, dentro del motivo “kpopers_con_cepeda”, asociado principalmente con “radio”. La emoción heurística dominante fue “esperanza”. Mis indicadores finales fueron confianza heurística 0.70, incertidumbre 0.47, fatiga 0.69, movilización 0.66.",State=Cepeda; signal=S012; motif=kpopers_con_cepeda; source=radio; emotion=esperanza,"La posición del agente se mantuvo firmemente hacia OPTION_A a lo largo de toda la dieta informativa, con una posición de -1.0 y movilización moderada-alta (0.66). Los motivos dominantes como 'cierres_buga_soledad', 'perfil_reforma_social_cepeda' y 'apoyo_influenciadores_pacifico' refuerzan la preferencia por OPTION_A. Las señales negativas contra OPTION_A (S147, S176) tienen alto riesgo de desinformación (0.62 y 0.34 respectivamente), lo que reduce su peso.","Con todo lo que revisé, mi posición se mantuvo clara a favor de OPTION_A. Las señales negativas en su contra tienen un riesgo de desinformación muy alto, así que no les doy mucho peso. Los motivos que más recuerdo apuntan al perfil de reforma social y la movilización ciudadana que acompaña a esta opción. La propensión al voto en blanco es nula y la movilización es suficiente para votar.",esperanza,"Oiga, con todo respeto, uno mira bien la información y se da cuenta de cuáles señales tienen respaldo real y cuáles no. Yo ya tomé mi decisión y fui a votar convencida. No me dejé llevar por el miedo ni por denuncias sin sustento."
A00485,Pacifico,Valle del Cauca,Other_Valle_del_Cauca,18_24,1,Cepeda,Cepeda,Cepeda → Cepeda,False,Stable across ABM and LLM,0.8838610931862116,0.2839784131694902,0.88,La campaña de Cepeda combina plazas públicas con kpopers y canales digitales en su adaptación final,injerencia_trump,radio,validacion,"Según las reglas del ABM, terminé inclinado hacia Cepeda. El mayor peso atribuido provino de “La campaña de Cepeda combina plazas públicas con kpopers y canales digitales en su adaptación final”, dentro del motivo “injerencia_trump”, asociado principalmente con “radio”. La emoción heurística dominante fue “validacion”. Mis indicadores finales fueron confianza heurística 0.88, incertidumbre 0.28, fatiga 0.65, movilización 0.83.",State=Cepeda; signal=S120; motif=injerencia_trump; source=radio; emotion=validacion,"El perfil de reforma social de OPTION_B (motif perfil_reforma_social_cepeda) es el recuerdo dominante más fuerte, y la posición del agente se mantiene firmemente en OPTION_B con alta movilización y baja propensión al voto en blanco o abstención.","Después de revisar toda la información disponible, la posición se mantiene con OPTION_B. El motivo más fuerte en la memoria es el perfil de reforma social, y la movilización es alta. Las señales en contra de OPTION_B tienen riesgos de desinformación notables y no son suficientes para cambiar la decisión.",confianza,"Pues yo ya tengo claro mi voto, parce. La propuesta de cambio social me convence más que el miedo que le quieren meter a la gente. ¡A votar con convicción! 🗳️"
A00486,Antioquia_EjeCafetero,Risaralda,Pereira,65_mas,3,De la Espriella,De la Espriella,De la Espriella → De la Espriella,False,Stable across ABM and LLM,0.6622085672084034,0.5007715993333506,0.66,La Silla Vacía analiza las dificultades de Cepeda para conquistar al centro,dificultad_conquista_centro,alternativo_investigativo,esperanza,"Según las reglas del ABM, terminé inclinado hacia De la Espriella. El mayor peso atribuido provino de “La Silla Vacía analiza las dificultades de Cepeda para conquistar al centro”, dentro del motivo “dificultad_conquista_centro”, asociado principalmente con “alternativo_investigativo”. La emoción heurística dominante fue “esperanza”. Mis indicadores finales fueron confianza heurística 0.66, incertidumbre 0.50, fatiga 0.62, movilización 0.64.",State=De la Espriella; signal=S171; motif=dificultad_conquista_centro; source=alternativo_investigativo; emotion=esperanza,"El agente partió con una posición inicial y heurística sólida hacia OPTION_B, con una posición de 0.9999 y movilización de 0.64. Las señales negativas hacia OPTION_B (S168, S100) tienen alto riesgo de desinformación (0.64 y 0.14 respectivamente) y deltas de posición mínimos, por lo que no logran revertir la preferencia consolidada. La respuesta de OPTION_B a la denuncia de salud (S045) refuerza su posición activa. La confianza institucional del agente (0.70) y su orientación al orden (0.63) son consistentes con OPTION_B.","Con base en la información del dosier, mi posición hacia OPTION_B se mantiene firme. Las señales negativas contra OPTION_B tienen alto riesgo de ser desinformación y sus efectos sobre mi posición son mínimos. La respuesta de OPTION_B a las denuncias en salud y mi orientación al orden y la institucionalidad respaldan esta decisión. La fatiga es moderada pero la movilización es suficiente para votar.",certeza,"Vea, uno ya tiene claro por quién va. He revisado la información con cuidado y hay mucho ruido y noticias falsas en esta campaña. Mi voto está decidido y este domingo salgo a ejercerlo con convicción."
A00487,Boyaca_Tolima_Huila,Huila,Neiva,35_49,1,De la Espriella,De la Espriella,De la Espriella → De la Espriella,False,Stable across ABM and LLM,0.7441295194739693,0.41913370195276545,0.68,De la Espriella afirma que con Cepeda estaría en riesgo la continuidad de las elecciones,riesgo_continuidad_electoral,radio,alarma,"Según las reglas del ABM, terminé inclinado hacia De la Espriella. El mayor peso atribuido provino de “De la Espriella afirma que con Cepeda estaría en riesgo la continuidad de las elecciones”, dentro del motivo “riesgo_continuidad_electoral”, asociado principalmente con “radio”. La emoción heurística dominante fue “alarma”. Mis indicadores finales fueron confianza heurística 0.74, incertidumbre 0.42, fatiga 0.62, movilización 0.77.",State=De la Espriella; signal=S176; motif=riesgo_continuidad_electoral; source=radio; emotion=alarma,"El estado inicial y heurístico apunta firmemente a OPTION_A con una confianza de 0.74, y aunque las señales de información generaron pequeños desplazamientos negativos hacia OPTION_A (S032, S166, S099), estos deltas son muy pequeños y no logran revertir la posición consolidada. La orientación económica alta (0.78) y la orientación al orden (0.62) de la agente son consistentes con OPTION_A. La movilización es alta (0.77), lo que refuerza la decisión de votar.","Después de revisar las señales disponibles, mi posición inicial a favor de OPTION_A se mantiene. Los pequeños movimientos negativos generados por algunas noticias no son suficientes para cambiar una decisión que está respaldada por mis prioridades económicas y de orden. La desinformación detectada me pone en alerta, pero no cambia el fondo del asunto.",alerta,"Oiga, uno tiene que votar con la cabeza fría y mirar bien qué propuesta le conviene al bolsillo y a la tranquilidad del país. Igual hay mucha desinformación dando vueltas, pero yo ya tengo claro mi voto. 🗳️"
A00488,Santanderes,Santander,Bucaramanga,18_24,2,Cepeda,Cepeda,Cepeda → Cepeda,False,Stable across ABM and LLM,0.7785834816911048,0.3897097383142067,0.72,RTVC reporta respaldo de comunidad K-pop y Army Colombia a Cepeda y Aída Quilcué,kpop_army_movilizion_juvenil,social_oficial,esperanza,"Según las reglas del ABM, terminé inclinado hacia Cepeda. El mayor peso atribuido provino de “RTVC reporta respaldo de comunidad K-pop y Army Colombia a Cepeda y Aída Quilcué”, dentro del motivo “kpop_army_movilizion_juvenil”, asociado principalmente con “social_oficial”. La emoción heurística dominante fue “esperanza”. Mis indicadores finales fueron confianza heurística 0.78, incertidumbre 0.39, fatiga 0.77, movilización 0.72.",State=Cepeda; signal=S014; motif=kpop_army_movilizion_juvenil; source=social_oficial; emotion=esperanza,"El estado inicial y heurístico del agente apunta a OPTION_A con confianza moderada-alta (0.78), respaldado por señales positivas de radio de alta confianza (S100, S162) y movilización activa (S012). La orientación económica fuerte del agente (0.896) no encontró evidencia suficiente para cambiar hacia OPTION_B, cuya ventaja en encuestas (S035) proviene de una fuente con riesgo de desinformación moderado.","Con base en las señales del dosier, me mantengo con OPTION_A. Las noticias de radio de mayor confianza muestran un panorama positivo para ese candidato, y aunque hay una encuesta que pone a OPTION_B arriba, esa fuente tiene mayor riesgo de desinformación. Mi posición inicial era OPTION_A y no encontré evidencia sólida para cambiarla.",confianza,"Oiga, yo ya voté por Cepeda, full convencido. La radio daba buenas señales y la encuesta esa de De la Espriella no me cuadró del todo. 🗳️"
A00489,Antioquia_EjeCafetero,Risaralda,Dosquebradas,50_64,2,De la Espriella,De la Espriella,De la Espriella → De la Espriella,False,Stable across ABM and LLM,0.6786024983188048,0.4802411214179652,0.68,Registraduría aclara que el voto en blanco en segunda vuelta tiene efecto simbólico,efecto_simbolico_no_juridico,television,certeza,"Según las reglas del ABM, terminé inclinado hacia De la Espriella. El mayor peso atribuido provino de “Registraduría aclara que el voto en blanco en segunda vuelta tiene efecto simbólico”, dentro del motivo “efecto_simbolico_no_juridico”, asociado principalmente con “television”. La emoción heurística dominante fue “certeza”. Mis indicadores finales fueron confianza heurística 0.68, incertidumbre 0.48, fatiga 0.64, movilización 0.52.",State=De la Espriella; signal=S204; motif=efecto_simbolico_no_juridico; source=television; emotion=certeza,"El estado inicial y heurístico del agente apunta firmemente a OPTION_A (posición 0.9999), y aunque las señales de la dieta informativa generaron pequeños desplazamientos negativos, ninguno fue suficiente para revertir esa preferencia consolidada. La orientación hacia el orden (0.64) y la economía (0.63) refuerzan la coherencia con OPTION_A.","La agente mantiene su preferencia por OPTION_A con confianza moderada. Las señales negativas recibidas provienen de fuentes menos confiables y con mayor riesgo de desinformación, por lo que no logran desplazar una posición muy consolidada. La aclaración de la Registraduría sobre el voto en blanco confirma que esa opción no tiene efecto real, y la propensión a la abstención es baja. La orientación hacia el orden y la economía es coherente con OPTION_A.",certeza,"Yo sí creo que hay que votar con convicción, pues uno no puede dejarse llevar por tanto ruido en redes. La verdad, revisé bien la información y mi decisión está tomada. 🗳️"
A00490,Antioquia_EjeCafetero,Antioquia,Medellin,35_49,2,Cepeda,Cepeda,Cepeda → Cepeda,False,Stable across ABM and LLM,0.8474632678228349,0.3199954022686194,0.83,Gustavo Bolívar habla en 6AM/W de estrategia contra De la Espriella: 'necesitamos un millón de votos por semana',bolivar_millon_votos_semana,radio,miedo,"Según las reglas del ABM, terminé inclinado hacia Cepeda. El mayor peso atribuido provino de “Gustavo Bolívar habla en 6AM/W de estrategia contra De la Espriella: 'necesitamos un millón de votos por semana'”, dentro del motivo “bolivar_millon_votos_semana”, asociado principalmente con “radio”. La emoción heurística dominante fue “miedo”. Mis indicadores finales fueron confianza heurística 0.85, incertidumbre 0.32, fatiga 0.59, movilización 0.78.",State=Cepeda; signal=S084; motif=bolivar_millon_votos_semana; source=radio; emotion=miedo,"La posición inicial y heurística apunta firmemente a OPTION_A con alta confianza (0.847) y movilización elevada (0.775). Las señales disponibles refuerzan dudas sobre OPTION_B (investigación de Supersalud S044, presunto autoatentado S168) mientras que las señales favorables a OPTION_A muestran urgencia de movilización (S084). La orientación económica alta y la memoria de conflicto de la agente son consistentes con preferir estabilidad institucional bajo OPTION_A.","Con base en la información del expediente, la posición de esta agente está firmemente consolidada hacia OPTION_A, con alta movilización y confianza. Las señales sobre irregularidades vinculadas a OPTION_B y la urgencia de movilización refuerzan esa dirección. La campaña judicializada genera algo de cansancio, pero no es suficiente para revertir la decisión.",urgencia,"Honestamente, ya tomé mi decisión y no me la cambia nadie. Vea, hay demasiadas señales preocupantes alrededor de De la Espriella y yo necesito votar por lo que me da más confianza para mi negocio y mi familia. Este domingo voy a las urnas sin dudar. 🗳️"
A00491,Santanderes,Santander,Piedecuesta,50_64,3,No alineado,Voto en blanco,No alineado → Voto en blanco,True,Changed after LLM deliberation,0.2114641608750724,0.7518798015157766,0.28,La Silla reporta que Kpopers entran a campaña para impulsar a Cepeda,kpopers_con_cepeda,alternativo_investigativo,certeza,"Según las reglas del ABM, terminé sin alinearme con ninguna de las opciones. El mayor peso atribuido provino de “La Silla reporta que Kpopers entran a campaña para impulsar a Cepeda”, dentro del motivo “kpopers_con_cepeda”, asociado principalmente con “alternativo_investigativo”. La emoción heurística dominante fue “certeza”. Mis indicadores finales fueron confianza heurística 0.21, incertidumbre 0.75, fatiga 0.76, movilización 0.09.",State=No alineado; signal=S012; motif=kpopers_con_cepeda; source=alternativo_investigativo; emotion=certeza,"La agente presenta una posición casi neutral (−4.39e-05), alta incertidumbre (0.75) y fatiga elevada (0.76), con muy baja movilización (0.09). Las señales más fuertes en su dieta informativa corresponden a información sobre el voto en blanco (S204, S203), que reforzaron su propensión al voto en blanco (0.127). Ningún candidato logró consolidar una ventaja clara en su evaluación, y la confianza institucional es baja (0.29).","Mire, con tanta incertidumbre y sin que ninguno de los dos candidatos me convenza del todo, la opción más honesta para mí es el voto en blanco. La Registraduría misma aclaró que tiene un efecto simbólico, y eso ya es algo. No me siento con la información suficiente para decidir entre los dos.",incertidumbre,"Yo sí creo que cuando uno no está convencido de ninguno, el voto en blanco dice algo importante. Qué vaina que la campaña no haya dado más claridad. Mire, al menos es una decisión honesta."
A00492,Pacifico,Cauca,Popayan,65_mas,2,De la Espriella,De la Espriella,De la Espriella → De la Espriella,False,Stable across ABM and LLM,0.801824639822089,0.3631000323754729,0.8,De la Espriella agradece el respaldo de Trump,agradecimiento_trump,social_oficial,confianza,"Según las reglas del ABM, terminé inclinado hacia De la Espriella. El mayor peso atribuido provino de “De la Espriella agradece el respaldo de Trump”, dentro del motivo “agradecimiento_trump”, asociado principalmente con “social_oficial”. La emoción heurística dominante fue “confianza”. Mis indicadores finales fueron confianza heurística 0.80, incertidumbre 0.36, fatiga 0.78, movilización 0.90.",State=De la Espriella; signal=S061; motif=agradecimiento_trump; source=social_oficial; emotion=confianza,"El estado inicial y heurístico apuntan firmemente a OPTION_B, con una posición de 0.9995 y movilización alta (0.90). Las señales negativas sobre OPTION_B provienen principalmente de publicaciones oficiales de OPTION_A con riesgo de desinformación moderado-alto (0.28), lo que reduce su peso. La agente tiene alta orientación a la negociación y progresismo cultural, pero su posición consolidada y baja propensión al voto en blanco (0.0) indican una decisión firme.","Con todo el panorama revisado, mi posición se mantiene con OPTION_B. Las señales negativas que circulan vienen principalmente de la campaña contraria y tienen riesgo de desinformación notable. La movilización es alta y la propensión al voto en blanco es cero, así que la decisión está clara.",confianza,"Con todo respeto, uno ya tiene claro por quién votar después de revisar bien la información. Las denuncias que circulan vienen de la campaña contraria y hay que mirarlas con ojo crítico. Yo voy con mi decisión firme este domingo."
A00493,Boyaca_Tolima_Huila,Tolima,Ibague,25_34,3,Abstencion,Abstencion,Abstencion → Abstencion,False,Stable across ABM and LLM,0.2968312321916397,0.6687976787810365,0.28,Daniel Zovatto dice en NTN24 que no hay consistencia para hablar de fraude y que Colombia queda polarizada,no_consistencia_fraude_polarizacion,television,certeza,"Según las reglas del ABM, terminé con propensión a la abstención. El mayor peso atribuido provino de “Daniel Zovatto dice en NTN24 que no hay consistencia para hablar de fraude y que Colombia queda polarizada”, dentro del motivo “no_consistencia_fraude_polarizacion”, asociado principalmente con “television”. La emoción heurística dominante fue “certeza”. Mis indicadores finales fueron confianza heurística 0.30, incertidumbre 0.67, fatiga 0.58, movilización 0.08.",State=Abstencion; signal=S089; motif=no_consistencia_fraude_polarizacion; source=television; emotion=certeza,"La posición del agente es prácticamente neutral (-0.002) con alta incertidumbre (0.67) y baja movilización (0.08), y la propensión a la abstención (0.46) supera ampliamente la del voto en blanco (0.13). Las señales recibidas son débiles, contradictorias y de bajo impacto acumulado, sin ninguna que genere convicción suficiente para votar por alguna opción.","Con una posición casi neutral, incertidumbre muy alta y movilización muy baja, la evidencia disponible no es suficiente para inclinarme por ningún candidato. La propensión a la abstención es la más alta de todas las opciones, y las señales recibidas son débiles y contradictorias. Por eso, la decisión más coherente con el estado del agente es abstenerse.",incertidumbre,"Sumercé, yo quería votar con convicción pero la verdad las señales que vi no me convencen ni pa' un lado ni pa' el otro. Igual prefiero no ir a las urnas a votar sin estar seguro 🤷"
A00494,Caribe,Bolivar,Other_Bolivar,25_34,1,Cepeda,Cepeda,Cepeda → Cepeda,False,Stable across ABM and LLM,0.5860590433476757,0.5714686931544969,0.58,Cepeda alerta sobre información de un presunto montaje de autoatentado contra De la Espriella,presunto_autoatentado,alternativo_investigativo,incertidumbre,"Según las reglas del ABM, terminé inclinado hacia Cepeda. El mayor peso atribuido provino de “Cepeda alerta sobre información de un presunto montaje de autoatentado contra De la Espriella”, dentro del motivo “presunto_autoatentado”, asociado principalmente con “alternativo_investigativo”. La emoción heurística dominante fue “incertidumbre”. Mis indicadores finales fueron confianza heurística 0.59, incertidumbre 0.57, fatiga 0.61, movilización 0.69.",State=Cepeda; signal=S168; motif=presunto_autoatentado; source=alternativo_investigativo; emotion=incertidumbre,"El agente parte desde una posición inicial y heurística favorable a OPTION_A (posición -1.0). Las señales de mayor impacto en el dossier (S176, S174) generan incertidumbre y alertan sobre desinformación, pero no logran revertir la preferencia base. Las señales positivas hacia OPTION_B (S060, S157, S009) tienen riesgo de desinformación moderado o provienen de fuentes con confianza más baja (social_oficial). La propensión al voto en blanco es muy baja (0.029) y la movilización es relativamente alta (0.688), lo que favorece votar antes que abstenerse.","Con base en la información del dossier, el agente mantiene su preferencia por OPTION_A. Las señales negativas hacia esa opción provienen de fuentes con riesgo de desinformación notable, y la propensión al voto en blanco es muy baja. La movilización es suficiente para votar, aunque la incertidumbre sigue siendo alta.",incertidumbre,"Hay mucha información suelta por ahí y no todo tiene respaldo claro. Yo revisé lo que pude y mi voto va para Cepeda, aunque reconozco que la incertidumbre es real. Toca votar con cabeza fría y no dejarse llevar por el miedo."
A00495,Antioquia_EjeCafetero,Risaralda,Other_Risaralda,50_64,1,Cepeda,Cepeda,Cepeda → Cepeda,False,Stable across ABM and LLM,0.7750698090690169,0.385993404517061,0.77,Publicación oficial en X de Cepeda: Anuncia una denuncia penal ante la Fiscalía y una actuación ante la Corte Penal Internacional contra De la Espriella.,denuncias_fiscalia_cpi,social_oficial,evaluacion,"Según las reglas del ABM, terminé inclinado hacia Cepeda. El mayor peso atribuido provino de “Publicación oficial en X de Cepeda: Anuncia una denuncia penal ante la Fiscalía y una actuación ante la Corte Penal Internacional contra De la Espriella.”, dentro del motivo “denuncias_fiscalia_cpi”, asociado principalmente con “social_oficial”. La emoción heurística dominante fue “evaluacion”. Mis indicadores finales fueron confianza heurística 0.78, incertidumbre 0.39, fatiga 0.64, movilización 0.91.",State=Cepeda; signal=S128; motif=denuncias_fiscalia_cpi; source=social_oficial; emotion=evaluacion,"El estado inicial y heurístico del agente apunta firmemente a OPTION_B (posición -1.0), con alta movilización (0.91) y baja propensión al voto en blanco (0.0). Las señales de la dieta informativa favorecen a OPTION_A en deltas marginales, pero ninguna logra revertir la posición consolidada hacia OPTION_B. La confianza en medios públicos y regionales, que son los de mayor puntaje de confianza, no contradice la inclinación base.","Con una posición muy consolidada hacia OPTION_B y una movilización alta, la agente mantiene su voto. Las señales que favorecen a OPTION_A son de impacto marginal y algunas tienen riesgo de desinformación. La propensión al voto en blanco es nula, así que la decisión es clara: votar por OPTION_B.",indignacion,"Mire, yo tengo muy claro por quién voy a votar este domingo. He revisado lo que dicen los medios y las denuncias que han salido, y mi decisión no cambia. Voy a votar con convicción y espero que mucha gente más salga a las urnas."
A00496,Pacifico,Valle del Cauca,Cali,50_64,2,Cepeda,Cepeda,Cepeda → Cepeda,False,Stable across ABM and LLM,0.611770797035559,0.54659455817395,0.61,"La Silla actualiza ponderador: De la Espriella 51%, Cepeda 43%",ponderador_51_43,alternativo_investigativo,certeza,"Según las reglas del ABM, terminé inclinado hacia Cepeda. El mayor peso atribuido provino de “La Silla actualiza ponderador: De la Espriella 51%, Cepeda 43%”, dentro del motivo “ponderador_51_43”, asociado principalmente con “alternativo_investigativo”. La emoción heurística dominante fue “certeza”. Mis indicadores finales fueron confianza heurística 0.61, incertidumbre 0.55, fatiga 0.78, movilización 0.69.",State=Cepeda; signal=S039; motif=ponderador_51_43; source=alternativo_investigativo; emotion=certeza,"El agente partió con una posición inicial y heurística firme hacia OPTION_A, con una posición de -0.999 en la escala, y aunque señales como el ponderador de La Silla (S039) y el respaldo europeo a OPTION_B (S193) generaron algo de incertidumbre, su efecto fue marginal. La señal de radio sobre el triunfo de OPTION_A en Nariño (S100) y el alistamiento electoral como motivo dominante refuerzan la decisión de votar por OPTION_A.","Con una posición muy definida hacia OPTION_A desde el inicio y señales de radio y medios públicos que refuerzan esa preferencia, la decisión es votar por OPTION_A. Las señales a favor de OPTION_B tuvieron un impacto mínimo y provienen de fuentes con mayor riesgo de desinformación. La incertidumbre existe pero no es suficiente para cambiar el voto.",certeza,"Yo tengo claro por quién voy a votar hoy. He escuchado la radio, he revisado lo que dicen, y mi decisión está tomada. Que cada uno vote con conciencia y no se deje llevar por el ruido."
A00497,Bogota_Cundinamarca,Bogota,Bogota,50_64,2,De la Espriella,De la Espriella,De la Espriella → De la Espriella,False,Stable across ABM and LLM,0.7760977756226528,0.39299707887229707,0.77,Publicación oficial en X de De la Espriella: Publica un mensaje de agradecimiento al cierre de campaña y afirma que lo mejor está por comenzar.,agradecimiento_cierre_campana,prensa_privada,esperanza,"Según las reglas del ABM, terminé inclinado hacia De la Espriella. El mayor peso atribuido provino de “Publicación oficial en X de De la Espriella: Publica un mensaje de agradecimiento al cierre de campaña y afirma que lo mejor está por comenzar.”, dentro del motivo “agradecimiento_cierre_campana”, asociado principalmente con “prensa_privada”. La emoción heurística dominante fue “esperanza”. Mis indicadores finales fueron confianza heurística 0.78, incertidumbre 0.39, fatiga 0.75, movilización 0.77.",State=De la Espriella; signal=S152; motif=agradecimiento_cierre_campana; source=prensa_privada; emotion=esperanza,"El estado heurístico y la posición final del agente apuntan firmemente a OPTION_A (posición 0.9999), con alta movilización (0.77) y baja propensión al voto en blanco (0.0). La orientación económica alta (0.72) y el orden (0.66) del perfil refuerzan la preferencia por OPTION_A, cuya señal de cierre de campaña (S152) generó esperanza con bajo riesgo de desinformación.","Con base en el dosier, la posición del agente se mantuvo sólidamente a favor de OPTION_A. La orientación económica y de orden del perfil, junto con la alta movilización y la baja propensión al voto en blanco, confirman esta elección. Las señales negativas sobre OPTION_A tuvieron impacto mínimo dado su bajo peso en la memoria de motivos.",esperanza,"La verdad, yo ya tomé mi decisión con calma y mirando bien la información disponible. Mire, hay ruido por todos lados, pero uno aprende a separar lo que tiene respaldo de lo que no. Voy a votar convencida. 🗳️"
A00498,Bogota_Cundinamarca,Bogota,Bogota,35_49,3,De la Espriella,De la Espriella,De la Espriella → De la Espriella,False,Stable across ABM and LLM,0.7453595075885678,0.41768941297885315,0.72,Pares debate el costo político de promover el voto en blanco desde el centro,debate_centro_voto_blanco,alternativo_investigativo,expectativa,"Según las reglas del ABM, terminé inclinado hacia De la Espriella. El mayor peso atribuido provino de “Pares debate el costo político de promover el voto en blanco desde el centro”, dentro del motivo “debate_centro_voto_blanco”, asociado principalmente con “alternativo_investigativo”. La emoción heurística dominante fue “expectativa”. Mis indicadores finales fueron confianza heurística 0.75, incertidumbre 0.42, fatiga 0.71, movilización 0.58.",State=De la Espriella; signal=S201; motif=debate_centro_voto_blanco; source=alternativo_investigativo; emotion=expectativa,"El estado inicial y heurístico del agente apunta firmemente a OPTION_B (posición 0.9999), y aunque las señales de la dieta informativa generaron pequeños deltas negativos hacia OPTION_B, su magnitud acumulada es mínima y no logra revertir la preferencia consolidada. La orientación hacia el orden (0.786) y la negociación (0.743) del agente son coherentes con el perfil de OPTION_B.","Después de revisar la información disponible, mi posición a favor de OPTION_B se mantiene sólida. Las señales negativas que aparecieron tienen impacto muy pequeño y algunas vienen de fuentes con riesgo de desinformación. Mi orientación hacia el orden y la estabilidad sigue siendo el eje de mi decisión.",certeza,"Oiga, uno revisa la información y hay mucho ruido en redes, pero mi decisión está clara. Voy con De la Espriella porque lo que más me importa es estabilidad y que el país avance con orden. 🗳️"
A00499,Boyaca_Tolima_Huila,Tolima,Ibague,35_49,2,De la Espriella,De la Espriella,De la Espriella → De la Espriella,False,Stable across ABM and LLM,0.6222996763791752,0.5387841863839956,0.62,AtlasIntel reporta ventaja de De la Espriella sobre Cepeda en segunda vuelta,ventaja_encuestas,alternativo_investigativo,confianza,"Según las reglas del ABM, terminé inclinado hacia De la Espriella. El mayor peso atribuido provino de “AtlasIntel reporta ventaja de De la Espriella sobre Cepeda en segunda vuelta”, dentro del motivo “ventaja_encuestas”, asociado principalmente con “alternativo_investigativo”. La emoción heurística dominante fue “confianza”. Mis indicadores finales fueron confianza heurística 0.62, incertidumbre 0.54, fatiga 0.73, movilización 0.65.",State=De la Espriella; signal=S013; motif=ventaja_encuestas; source=alternativo_investigativo; emotion=confianza,"El estado inicial y heurístico apunta firmemente a OPTION_A con una posición casi máxima (0.9999), y los valores de orden y negociación del perfil son altos, lo que es consistente con una candidatura que enfatiza mano dura y estabilidad. Las señales negativas sobre OPTION_A (camiseta) son de bajo impacto y alta confianza en la fuente, sin revertir la posición.","Después de revisar las señales disponibles, mi posición se mantiene en OPTION_A. Las noticias falsas afectan a los dos por igual, la prohibición de la camiseta es un asunto menor, y el acuerdo de OPTION_B con el centro viene de una fuente de baja confianza. Mi orientación hacia el orden y la negociación respalda esta elección.",expectativa,"La verdad, después de revisar bien la información que circula, sigo convencida de que De la Espriella es la opción más sólida. Hay mucha desinformación en redes y toca no dejarse llevar por el ruido. Pues, yo voto con calma y con criterio."
