agent_id,llm_final_state,social_media_post,decision_confidence,macro_region,tone_score,passive_hits,assertive_hits,confrontational_hits,exclamation_density,uppercase_ratio,tone_band
A00253,De la Espriella,"La verdad, uno revisa las señales y hay mucho ruido con esas denuncias, pero no todo tiene el respaldo que dicen. Yo ya sé por quién voy a votar y no me muevo por presión. Pues, a votar con convicción 🗳️",0.67,Pacifico,0.34307692307692306,0.0,1.0,0.0,0.0,0.019230769230769232,Calm
A00254,Voto en blanco,"Pues ve, yo revisé lo que salió y la verdad ninguno me convence del todo. Con tanta información enredada y señales que no cuadran, mi voto en blanco sigue firme. No es apatía, es que no me voy a dejar llevar por el ruido.",0.38,Antioquia_EjeCafetero,0.33365750528541227,0.0,1.0,0.0,0.0,0.01744186046511628,Calm
A00255,Cepeda,"Ajá, yo ya tengo claro mi voto. Las señales que vi sobre política exterior y paz me convencen de que Cepeda es la mejor opción para este país. No me dejé llevar por los ataques de último momento.",0.67,Caribe,0.4395898838004101,0.0,2.0,0.0,0.0,0.025974025974025976,Assertive
A00256,Abstencion,"La verdad, con tanta información falsa dando vueltas y sin señales claras de ninguno de los dos, yo no me siento en condiciones de votar por ninguno. A veces la abstención también es una decisión. 🤷‍♀️",0.12,Caribe,0.19804701627486437,1.0,0.0,0.0,0.0,0.012658227848101266,Passive
A00257,Cepeda,"Oye, uno ve el respaldo de Trump y Fenalco a De la Espriella y entiende perfectamente para quién trabaja ese candidato. Con todo lo que sabemos de paramilitarismo y memoria histórica, mi voto va claro por Cepeda. 🗳️",0.68,Caribe,0.4618101822752986,0.0,2.0,0.0,0.0,0.040697674418604654,Assertive
A00258,Cepeda,"Compa, ya tomé mi decisión y voy con Cepeda. Las señales de miedo que andan circulando tienen demasiado riesgo de ser falsas, igual yo prefiero votar con cabeza fría y convicción. ¡A las urnas! 🗳️",0.82,Caribe,0.4594041252864782,1.0,2.0,0.0,0.029411764705882353,0.025974025974025976,Assertive
A00259,Abstencion,"Ajá, yo revisé lo que había y la verdad ninguno me convence del todo. Qué vaina que con tanta información igual uno termina más confundido que al principio. Por ahora no voy a votar.",0.22,Caribe,0.26482758620689656,0.0,0.0,0.0,0.0,0.020689655172413793,Calm
A00260,No alineado,"Con todo respeto, debo decir que la información que he revisado no me da suficiente claridad para decidir con convicción. Las señales van en distintas direcciones y la incertidumbre es demasiado alta. Prefiero tomarlo con calma antes de comprometer mi voto.",0.14,Bogota_Cundinamarca,0.11055994503607008,3.0,0.0,0.0,0.0,0.014084507042253521,Passive
A00261,De la Espriella,"Vea, después de revisar bien la información disponible, mi decisión está tomada. Hay ruido y controversia por todos lados, pero uno no puede dejarse llevar solo por eso. Yo voto con convicción y con la cabeza fría. 🗳️",0.55,Llanos_Orinoquia,0.29336266499057195,1.0,1.0,0.0,0.0,0.01744186046511628,Calm
A00262,De la Espriella,"Oiga, yo sí creo que hay que votar con convicción y no dejarse llevar por rumores de última hora. Revisé la información que me llegó y mi decisión está tomada. Este domingo voy a las urnas con la frente en alto.",0.82,Santanderes,0.3396056667153498,0.0,1.0,0.0,0.0,0.017964071856287425,Calm
A00263,Cepeda,"Parce, después de revisar bien la información que circula, mi voto va claro para Cepeda. Mucho de lo que dicen en contra tiene demasiado riesgo de ser desinformación y eso no me cuadra. Hay que votar con la cabeza fría. 🗳️",0.82,Caribe,0.29742857142857143,1.0,1.0,0.0,0.0,0.022857142857142857,Calm
A00264,Cepeda,"La verdad, yo ya tengo claro mi voto. Vea, cuando uno escucha que hay riesgos para las instituciones, no se puede quedar callado. Voy a votar con convicción este día.",0.72,Pacifico,0.4141475826972011,1.0,2.0,0.0,0.0,0.022900763358778626,Assertive
A00265,De la Espriella,"Yo ya tomé mi decisión y la mantengo. Hay mucha información por ahí que uno no sabe si creerle, pero lo que sí tengo claro es lo que quiero para este país. Voto con convicción.",0.54,Llanos_Orinoquia,0.5403726708074533,0.0,3.0,0.0,0.0,0.021739130434782608,Assertive
A00266,De la Espriella,"Parce, yo tengo claro mi voto y no me voy a dejar enredar con rumores que ni siquiera saben si son ciertos. Voy con De la Espriella 🗳️",0.84,Bogota_Cundinamarca,0.6421574973031284,0.0,3.0,0.0,0.0,0.038834951456310676,Confrontational
A00267,Cepeda,"Eso sí, uno tiene que votar con la cabeza fría y no dejarse llevar por lo que dicen las apuestas en internet. Yo ya sé por quién voy y tengo mis razones. 🗳️",0.68,Sur_Amazonia,0.26016806722689073,0.0,0.0,0.0,0.0,0.01680672268907563,Calm
A00268,Cepeda,Pues la verdad yo ya tenía claro mi voto y nada de lo que salió estos días me hizo cambiar de opinión. El respaldo de Trump a su candidato más bien me confirmó que voy bien. Este domingo voto con convicción por Cepeda.,0.63,Pacifico,0.42351929022718104,0.0,2.0,0.0,0.0,0.028901734104046242,Assertive
A00269,Cepeda,"Yo sí creo que en medio de tanta información falsa circulando, hay que votar con calma y con respeto por el proceso. Revisé lo que pude y mi decisión está tomada. No me dejé llevar por el miedo que algunos quieren meter.",0.54,Pacifico,0.4558095238095238,1.0,1.0,1.0,0.0,0.017142857142857144,Assertive
A00270,De la Espriella,"La verdad, yo ya tenía mi decisión tomada y lo que vi en campaña no me hizo cambiar de opinión. Voy a votar por De la Espriella con convicción. Sumercé, en estos momentos hay que ser firme y no dejarse llevar por el ruido.",0.88,Bogota_Cundinamarca,0.41993730407523516,0.0,2.0,0.0,0.0,0.028735632183908046,Assertive
A00271,De la Espriella,"La verdad yo ya tengo claro mi voto y no me lo cambia nadie. Eso sí, uno tiene que estar atento a todo lo que dicen, pero mi decisión está tomada. ¡A votar con convicción!",0.82,Llanos_Orinoquia,0.5989094874591058,0.0,3.0,0.0,0.02857142857142857,0.022900763358778626,Assertive
A00272,Cepeda,"Pues yo ya tengo claro mi voto, igual no hay duda después de ver lo que pasó en el Cauca y las irregularidades que salieron a la luz. Vamos a votar con convicción este domingo. 🗳️",0.72,Pacifico,0.3916135662898253,1.0,2.0,0.0,0.0,0.02158273381294964,Calm
A00273,De la Espriella,"Yo revisé lo que salió en los medios y, con todo y las acusaciones, mi voto sigue siendo por De la Espriella. Hay mucha información suelta que no tiene respaldo claro, y uno no puede decidir solo por lo que dicen en redes. Toca votar con la cabeza fría.",0.54,Boyaca_Tolima_Huila,0.4007629986668034,0.0,2.0,0.0,0.0,0.02512562814070352,Assertive
A00274,De la Espriella,"La verdad, después de revisar bien la información disponible, mi decisión está tomada. Hay señales claras que respaldan mi voto y las que intentan generar alarma tienen demasiado riesgo de ser falsas. Uno no puede dejarse llevar por el ruido.",0.67,Bogota_Cundinamarca,0.2881818181818182,1.0,1.0,0.0,0.0,0.015151515151515152,Calm
A00275,Abstencion,"Con todo respeto, la verdad yo no veo claridad suficiente para decidir entre ninguno de los dos. Hay demasiada información contradictoria y poca confianza en lo que se dice. Prefiero no votar antes que hacerlo sin convicción.",0.14,Pacifico,0.2054054054054054,1.0,0.0,0.0,0.0,0.016216216216216217,Calm
A00276,Abstencion,"Mire, la verdad yo no encontré razones suficientes para inclinarme por ninguno de los dos. Con tanta información contradictoria y poca claridad, prefiero no votar a ciegas. Que cada quien decida con conciencia.",0.24,Pacifico,0.20020318794885267,1.0,0.0,0.0,0.0,0.017341040462427744,Calm
A00277,No alineado,"Con respeto, pero yo todavía no tengo claro por quién votar. Hay demasiadas señales contradictorias y no voy a decidir a la carrera solo porque alguien de afuera opine sobre nuestra elección. Necesito más información confiable antes de marcar el tarjetón.",0.26,Pacifico,0.36437868454513933,1.0,2.0,0.0,0.0,0.014218009478672985,Calm
A00278,Cepeda,"La verdad, después de revisar todo lo que circula, mi voto está claro. No me dejé llevar por el ruido ni por señales con alto riesgo de desinformación. Voto convencida y con la cabeza fría. 🗳️",0.77,Antioquia_EjeCafetero,0.2982857142857143,1.0,1.0,0.0,0.0,0.02,Calm
A00279,Cepeda,"Vea, después de revisar bien la información disponible, mi decisión está clara: voy a votar con convicción. Con respeto a quienes piensan distinto, creo que este momento pide participación, no silencio. A las urnas.",0.8,Bogota_Cundinamarca,0.2959837728194726,1.0,1.0,0.0,0.0,0.017241379310344827,Calm
A00280,De la Espriella,"Vea, uno analiza lo que hay y la decisión no cambia. Con respeto a quienes piensan distinto, yo voy con De la Espriella porque las señales que vi me dan más confianza. Ojalá el país salga adelante, sea quien sea el que gane.",0.77,Bogota_Cundinamarca,0.34850951374207184,0.0,1.0,0.0,0.0,0.028409090909090908,Calm
A00281,De la Espriella,"Oiga, yo ya tenía claro mi voto desde hace rato y nada de lo que salió esta semana me hizo cambiar de parecer. Mire, uno necesita un país con orden y rumbo claro, y eso es lo que busco en esta segunda vuelta. Voy a votar convencido.",0.87,Santanderes,0.46425531914893614,0.0,3.0,0.0,0.0,0.016666666666666666,Assertive
A00282,De la Espriella,"La verdad, lo de los videos con IA suplantando apoyos me parece muy grave y hay que estar atentos. Igual, revisando todo con calma, yo sé a quién le voy a dar mi voto este domingo. No me dejo llevar por el ruido.",0.72,Antioquia_EjeCafetero,0.3044923425978446,1.0,1.0,0.0,0.0,0.03048780487804878,Calm
A00283,De la Espriella,"Pues yo ya tenía claro mi voto y lo que vi en el dossier no me cambió la mente, hombre. Con tanta IA y desinformación por ahí, uno tiene que votar con cabeza fría. Voy con De la Espriella. 🗳️",0.78,Antioquia_EjeCafetero,0.46203359858532267,0.0,2.0,0.0,0.0,0.04827586206896552,Assertive
A00284,Cepeda,"Mire, la verdad yo ya tenía mi decisión tomada y nada de lo que salió me hizo cambiar de parecer. Eso de las redes de contratistas me genera mucha desconfianza, y los respaldos de los grandes no me convencen a mí que vivo del trabajo diario. Voy a votar tranquilo.",0.85,Antioquia_EjeCafetero,0.3851428571428571,0.0,2.0,0.0,0.0,0.014285714285714285,Calm
A00285,De la Espriella,"Qué vaina con tanta información enredada, pero yo ya tengo claro mi voto. Revisé bien las señales y las que querían hacerme dudar tienen demasiado riesgo de ser falsas. Voy con De la Espriella con la cabeza fría.",0.78,Santanderes,0.4750877192982456,1.0,3.0,0.0,0.0,0.029239766081871343,Assertive
A00286,De la Espriella,"Qué vaina con tanta denuncia de último momento, pero yo ya tengo claro mi voto. Las encuestas hablan y la movilización está lista. Voy con De la Espriella este domingo 🗳️",0.67,Santanderes,0.6044444444444445,0.0,3.0,0.0,0.0,0.037037037037037035,Confrontational
A00287,Cepeda,"Compa, revisé bien la información y mi voto va claro para Cepeda. Las encuestas que andan circulando tienen demasiado riesgo de ser manipuladas y no me convencen. Hay que votar con cabeza fría 🗳️",0.79,Llanos_Orinoquia,0.3675429453773403,0.0,1.0,0.0,0.0,0.025477707006369428,Calm
A00288,De la Espriella,"Después de revisar la información disponible, mi voto va para De la Espriella. Hay ruido y señales contradictorias por todos lados, pero al final uno tiene que decidir con lo que tiene. Jaja, no es fácil, pero la convicción está clara.",0.68,Bogota_Cundinamarca,0.22313440581214322,1.0,0.0,0.0,0.0,0.026595744680851064,Calm
A00289,Cepeda,"Hombre, yo sí creo que hay razones reales para votar con convicción hoy. La movilización juvenil me da esperanza y eso no es poca cosa. 🗳️",0.677,Antioquia_EjeCafetero,0.2622222222222222,0.0,0.0,0.0,0.0,0.018518518518518517,Calm
A00290,Cepeda,"La verdad, ya tengo claro mi voto y no me lo cambia ninguna encuesta de última hora. Vea, la movilización está ahí y hay que salir a votar con convicción. Jaja, que no nos vengan a enredar con señales raras a estas alturas 🗳️",0.78,Bogota_Cundinamarca,0.40940863787375414,0.0,2.0,0.0,0.0,0.017142857142857144,Assertive
A00291,Abstencion,"Pues vea, uno quiere votar con criterio pero la cantidad de acusaciones cruzadas y noticias falsas que circulan no deja ver claro. Por ahora prefiero no marcar nada antes que equivocarme por presión o desinformación.",0.12,Santanderes,0.28769353551476456,1.0,1.0,0.0,0.0,0.0111731843575419,Calm
A00292,De la Espriella,"La verdad, esto no estuvo fácil. Hay mucha información suelta y uno no sabe qué creer. Al final me fui por lo que me pareció más respaldado, pero con muchas dudas todavía. Ojalá esto mejore para todos.",0.31,Bogota_Cundinamarca,0.10802651708312083,3.0,0.0,0.0,0.0,0.025157232704402517,Passive
A00293,De la Espriella,"Pues yo ya tengo claro mi voto, parce. Revisé la info y las señales en contra de mi candidato no me convencen, tienen demasiado riesgo de ser pura desinformación. Voy a votar con la cabeza fría 🗳️",0.78,Antioquia_EjeCafetero,0.4411544011544012,0.0,2.0,0.0,0.0,0.01948051948051948,Assertive
A00294,Abstencion,"Vea, uno quisiera votar con convicción, pero este ambiente tan cargado de acusaciones y noticias dudosas no deja pensar con claridad. Qué pena decirlo, pero prefiero no marcar nada antes de hacerlo sin estar segura de lo que estoy eligiendo.",0.27,Bogota_Cundinamarca,0.15218274111675126,2.0,0.0,0.0,0.0,0.01015228426395939,Passive
A00295,Cepeda,"La verdad, no tengo todo claro, pero lo que escuché en la radio sobre anticorrupción y seguridad me dio más confianza en una opción. Uno vota con lo que tiene, y yo voté pensando en que las cosas mejoren un poquito.",0.31,Antioquia_EjeCafetero,0.5028981348637016,0.0,1.0,1.0,0.0,0.011764705882352941,Assertive
A00296,Cepeda,"La verdad, yo voy con Cepeda pues, la gente del Pacífico se está moviendo y eso no es poca cosa. Igual hay que votar con cabeza fría y no dejarse llevar solo por lo que dicen las encuestas. 🗳️",0.65,Pacifico,0.3566429587482219,0.0,1.0,0.0,0.0,0.02702702702702703,Calm
A00297,De la Espriella,"La verdad, esta decisión no me convence del todo, ve. Hay demasiadas señales contradictorias y uno termina votando más por descarte que por convicción. Ojalá las cosas mejoren, sea quien sea el que gane.",0.38,Pacifico,0.26195121951219513,0.0,0.0,0.0,0.0,0.018292682926829267,Calm
A00298,Abstencion,"Ajá, la verdad uno quisiera votar con convicción, pero con tanta información contradictoria y tan poca claridad sobre lo que proponen, prefiero no ir a las urnas antes que votar a ciegas. Que cada quien decida con conciencia.",0.22,Caribe,0.20048317515099223,1.0,0.0,0.0,0.0,0.01092896174863388,Calm
A00299,Abstencion,"La verdad, uno mira todo lo que está pasando en esta campaña y no termina de convencerse. Vea, hay señales para todos los lados y al final la incertidumbre gana. Por ahora prefiero no votar antes que hacerlo sin convicción.",0.22,Sur_Amazonia,0.1601117318435754,2.0,0.0,0.0,0.0,0.01675977653631285,Passive
A00300,Cepeda,"Vea, yo ya tomé mi decisión y voy a votar con convicción. Mucha información que circula tiene demasiado riesgo de ser falsa y no me voy a dejar llevar por el miedo. Igual, lo importante es participar con la cabeza fría.",0.82,Sur_Amazonia,0.33873843566021866,0.0,1.0,0.0,0.0,0.017241379310344827,Calm
A00301,Cepeda,"Pues yo ya decidí, oís, y me quedo con mi opción. Hay mucha información falsa dando vueltas y hay que tener cuidado con lo que uno se traga. Lo importante es ir a votar con la cabeza fría.",0.61,Pacifico,0.21202595529920693,1.0,0.0,0.0,0.0,0.02054794520547945,Calm
A00302,Cepeda,"Con respeto, yo ya tengo claro mi voto y no me dejo confundir con cuentos de que el voto en blanco sirve de algo en segunda vuelta. La Registraduría misma lo aclaró: es solo simbólico. Uno vota con convicción o no vota.",0.74,Llanos_Orinoquia,0.4963170933113129,0.0,3.0,0.0,0.0,0.023121387283236993,Assertive
A00303,De la Espriella,"Compa, la verdad voté pero con el corazón en la mano, literal no tengo claridad total. Las señales apuntan a algo pero la incertidumbre es enorme 😬",0.38,Llanos_Orinoquia,0.1835897435897436,1.0,0.0,0.0,0.0,0.017094017094017096,Passive
A00304,Cepeda,"Sumercé, uno mira las señales y la cosa no está clara pa' De la Espriella: investigaciones de corrupción, respaldos de figuras cuestionables... yo sigo con mi voto en Cepeda. Hay que votar con la cabeza fría y no dejarse llevar por el ruido.",0.65,Boyaca_Tolima_Huila,0.5087882496940025,0.0,1.0,1.0,0.0,0.02631578947368421,Assertive
A00305,De la Espriella,"Mano, yo sí creo que hay que votar con la cabeza fría. Revisé la información que me llegó y De la Espriella me da más confianza para este momento. Voy a votar tranquilo.",0.68,Pacifico,0.2851127819548872,0.0,0.0,0.0,0.0,0.03759398496240601,Calm
A00306,De la Espriella,"La verdad, pues, uno mira bien las señales y muchas de las críticas que circulan tienen demasiado riesgo de ser información falsa. Vea, yo sigo con mi decisión y voy a votar con convicción este domingo. No me dejo llevar por el ruido.",0.72,Sur_Amazonia,0.3337734433608402,0.0,1.0,0.0,0.0,0.016129032258064516,Calm
A00307,De la Espriella,"Vea pues, yo ya tenía mi decisión clara y la información que revisé me la confirmó. La verdad, los escándalos menores no me hacen cambiar lo que considero más importante para el país. Voy con De la Espriella con convicción.",0.82,Boyaca_Tolima_Huila,0.43351955307262574,0.0,2.0,0.0,0.0,0.027932960893854747,Assertive
A00308,Cepeda,"La verdad, yo ya tengo claro mi voto. Con todo lo que se ha visto sobre redes de contratistas y debates condicionados, no me genera confianza la otra opción. Voy a votar con convicción el 21 de julio. 🗳️",0.66,Llanos_Orinoquia,0.4360498960498961,0.0,2.0,0.0,0.0,0.019230769230769232,Assertive
A00309,Cepeda,"Ajá, yo ya tenía claro mi voto desde antes y la información que fui viendo solo me lo confirmó. Cepeda representa el cambio que este país necesita, y no me dejé llevar por ataques de dudosa procedencia. Compa, a votar con convicción.",0.88,Caribe,0.3355453149001536,0.0,1.0,0.0,0.0,0.016129032258064516,Calm
A00310,Cepeda,"La verdad, después de revisar bien la información, honestamente me quedo con mi decisión. Hay mucho ruido y desinformación en redes, pero uno tiene que votar con la cabeza fría. Este domingo voy a las urnas convencido. 🗳️",0.72,Caribe,0.37937346437346436,1.0,2.0,0.0,0.0,0.017045454545454544,Calm
A00311,Cepeda,"Parce, ya revisé la info disponible y mi voto está claro. La verdad, las señales negativas que circularon no me movieron del sitio. Mañana a votar 🗳️",0.68,Sur_Amazonia,0.39384615384615385,0.0,1.0,0.0,0.0,0.02564102564102564,Calm
A00312,De la Espriella,"Vea, yo ya tenía claro mi voto y la información que revisé no me hizo cambiar de opinión. Hay mucha desinformación circulando, pero uno aprende a separar lo que tiene respaldo de lo que no. Hoy voto con convicción por De la Espriella.",0.83,Sur_Amazonia,0.4209227707996518,0.0,2.0,0.0,0.0,0.026737967914438502,Assertive
A00313,Cepeda,Pues yo ya tengo claro mi voto y no me dejé enredar por tanto ruido en redes. Hay señales con demasiado riesgo de desinformación y eso me pone a desconfiar. Voy a las urnas con la cabeza fría 🗳️,0.72,Bogota_Cundinamarca,0.4321052631578947,0.0,2.0,0.0,0.0,0.019736842105263157,Assertive
A00314,Cepeda,"Ajá, después de revisar bien la información que tengo, voy a votar por Cepeda. Vea, no es una decisión a la ligera: hay señales que me dan más confianza en esa dirección y la movilización que siento me dice que vale la pena salir a votar.",0.68,Caribe,0.2157730760288305,1.0,0.0,0.0,0.0,0.016042780748663103,Calm
A00315,De la Espriella,"Vea, uno revisa la información con cuidado y la verdad las señales más fuertes siguen apuntando al mismo lado. Hay mucho ruido y desinformación en campaña, pero mi voto está claro. Mañana voy a las urnas sin dudas.",0.77,Antioquia_EjeCafetero,0.23987760097919214,2.0,1.0,0.0,0.0,0.01744186046511628,Calm
A00316,De la Espriella,"Oiga, yo ya tengo claro mi voto y no me lo cambia nadie a último momento. La verdad, uno mira los resultados en los municipios y eso dice mucho. Voy a votar con convicción.",0.74,Bogota_Cundinamarca,0.4551009657594381,0.0,2.0,0.0,0.0,0.022388059701492536,Assertive
A00317,Cepeda,"Pues yo ya sé por quién voy a votar, oís, y no me cambia ni el ruido de las redes. Toca verificar bien lo que circula antes de creer cualquier cosa. ¡A votar con cabeza!",0.72,Pacifico,0.3250498338870432,0.0,0.0,0.0,0.02857142857142857,0.023255813953488372,Calm
A00318,Cepeda,Yo ya tengo claro mi voto y no me lo cambia ningún trino ni encuesta jajaja. La información que vi tiene demasiados riesgos y prefiero quedarme con lo que me convence de verdad. 🗳️,0.6,Llanos_Orinoquia,0.3901165501165501,1.0,2.0,0.0,0.0,0.013986013986013986,Calm
A00319,Cepeda,"La verdad, no es una decisión fácil con tanta información contradictoria, pero pues algo hay que hacer. Me inclino por Cepeda, aunque con muchas dudas todavía. Ojalá que quien gane de verdad piense en la gente de a pie.",0.38,Santanderes,0.11358241758241756,3.0,0.0,0.0,0.0,0.022857142857142857,Passive
A00320,De la Espriella,"La verdad, revisé bien la información y las señales en contra no me convencieron, igual tienen demasiado riesgo de ser desinformación. Mi voto está decidido y voy con De la Espriella sin dudas. 🗳️",0.81,Caribe,0.34330052113491605,2.0,2.0,0.0,0.0,0.025477707006369428,Calm
A00321,Cepeda,"Sumercé, la verdad no tengo todo claro, pero algo me dice que hay que votar con cabeza fría. Revisé las señales y me inclino por Cepeda, aunque con muchas dudas todavía. Ojalá no nos equivoquemos.",0.31,Bogota_Cundinamarca,0.19076923076923075,3.0,1.0,0.0,0.0,0.02564102564102564,Passive
A00322,De la Espriella,"Pues la verdad no tengo todo claro, pero con lo que vi me inclino por De la Espriella, aunque con bastante duda. Ojalá no me arrepienta, parce, porque esta campaña ha estado muy enredada 🤔",0.38,Sur_Amazonia,0.30772655007949123,1.0,1.0,0.0,0.0,0.02702702702702703,Calm
A00323,Cepeda,"Sumercé, yo ya tomé mi decisión y la tengo clara. Revisé bien las señales y no me dejé llevar por campañas que huelen a desinformación. Hoy voto con convicción. 🗳️",0.71,Boyaca_Tolima_Huila,0.3784698275862069,0.0,1.0,0.0,0.0,0.0234375,Calm
A00324,Cepeda,"Parce, después de ver lo que investigan sobre contratos y presiones en esa campaña, no me cuadra votar por De la Espriella. Me voy con Cepeda, aunque no esté 100% convencido 🤔",0.38,Caribe,0.4977777777777778,0.0,2.0,0.0,0.0,0.037037037037037035,Assertive
A00325,Cepeda,"Vea pues, uno analiza las señales y la decisión no cambia: voy con Cepeda. La propuesta de diálogo con el centro y la movilización que se ve me generan más confianza que el ruido de las encuestas. A votar con convicción.",0.72,Boyaca_Tolima_Huila,0.3454773519163763,0.0,1.0,0.0,0.0,0.022857142857142857,Calm
A00326,De la Espriella,"Mire, la verdad esto no ha sido fácil de decidir. Con tanta información encima y tan poca claridad, uno termina eligiendo lo que más respaldo tiene en lo que vio. Oiga, ojalá la decisión que tomé sirva para algo bueno.",0.38,Bogota_Cundinamarca,0.3408092485549133,0.0,1.0,0.0,0.0,0.017341040462427744,Calm
A00327,De la Espriella,"Vea pues, yo ya tenía claro mi voto y las señales que vi no me cambiaron la mente. Voy con De la Espriella, full convencida. 🗳️",0.81,Boyaca_Tolima_Huila,0.546,0.0,2.0,0.0,0.0,0.041666666666666664,Assertive
A00328,De la Espriella,"La verdad, uno lee de todo en estos días y hay cosas que generan dudas, ve. Pero después de pensarlo bien, mi voto está claro y no me lo cambia nadie. Este domingo voy a las urnas con la cabeza en alto.",0.74,Pacifico,0.19655913978494624,3.0,1.0,0.0,0.0,0.01935483870967742,Passive
A00329,No alineado,"Oiga, yo he revisado lo que han dicho los dos candidatos y todavía no me convence ninguno del todo. Hay señales para los dos lados y con tanta información contradictoria prefiero no decidir a las carreras. Mire, la incertidumbre también es una posición válida.",0.25,Bogota_Cundinamarca,0.12061749571183533,3.0,0.0,0.0,0.0,0.014150943396226415,Passive
A00330,Cepeda,"Oiga, la verdad uno no puede ignorar que los apoyos que recibe De la Espriella vienen de figuras que no nos convienen para nada. Yo voy con Cepeda sin dudarlo. 🗳️",0.89,Santanderes,0.4339107611548557,1.0,2.0,0.0,0.0,0.03937007874015748,Assertive
A00331,Cepeda,"Mano, yo venía pensando en votar en blanco, pero esas denuncias sobre contratistas me generan desconfianza. Con todo lo que se ve, me inclino por Cepeda, aunque no estoy del todo seguro.",0.46,Pacifico,0.26416107382550336,0.0,0.0,0.0,0.0,0.020134228187919462,Calm
A00332,Cepeda,"Literal ya tomé mi decisión y voy con Cepeda. Las denuncias contra el otro candidato no me dan confianza, y los ataques que le hacen a mi candidato no tienen respaldo serio. 🗳️",0.78,Boyaca_Tolima_Huila,0.5658992805755396,0.0,3.0,0.0,0.0,0.02158273381294964,Assertive
A00333,Cepeda,"Honestamente, revisé la información disponible y mi decisión está clara. Igual no me dejé llevar por rumores ni por señales con alto riesgo de desinformación. Voy a votar con convicción por lo que considero más sólido. 🗳️",0.76,Bogota_Cundinamarca,0.3490006207324643,0.0,1.0,0.0,0.0,0.01675977653631285,Calm
A00334,De la Espriella,"Yo ya sé por quién voy a votar, literal no hay duda. Las encuestas y lo que he visto me convencen de que De la Espriella es la opción 🗳️",0.7,Caribe,0.2176364245061935,1.0,0.0,0.0,0.0,0.038834951456310676,Calm
A00335,De la Espriella,"Vea, pues yo ya tomé mi decisión con calma y mirando bien lo que hay. Honestamente, no me convencieron las noticias que andaban circulando con tanto riesgo de ser falsas. Voy a votar con convicción.",0.72,Santanderes,0.29692722371967656,1.0,1.0,0.0,0.0,0.018867924528301886,Calm
A00336,Cepeda,"La verdad, mano, yo tengo muy claro por quién voy a votar este domingo. He revisado las señales y ningún discurso de mano dura ni respaldo externo me hace cambiar de posición. Vamos a las urnas con convicción. 🗳️",0.82,Pacifico,0.42997793885912383,0.0,2.0,0.0,0.0,0.017964071856287425,Assertive
A00337,Cepeda,"Ya tomé mi decisión y voy con Cepeda, que habla de anticorrupción y seguridad de verdad 💪. No me dejo enredar con ruido en redes.",0.67,Santanderes,0.8339768976897689,0.0,2.0,1.0,0.0,0.0297029702970297,Aggressive
A00338,Cepeda,"Mire, yo sí pienso que hay que votar con convicción y no dejarse llevar por encuestas que uno no sabe de dónde salen. La participación en el Cauca me da confianza de que vamos por buen camino.",0.68,Boyaca_Tolima_Huila,0.2635294117647059,0.0,0.0,0.0,0.0,0.0196078431372549,Calm
A00339,Cepeda,"Honestamente, después de ver todo lo que ha salido a la luz estas semanas, mi voto va con Cepeda. Hay demasiadas señales de irregularidades alrededor del otro candidato y eso no se puede ignorar. Mano, esto es demasiado importante para quedarse en casa.",0.71,Pacifico,0.2169030062393647,1.0,0.0,0.0,0.0,0.01951219512195122,Calm
A00340,Cepeda,"Pues vea, después de revisar bien la información disponible, mi decisión está clara: voy con Cepeda. Las señales de apertura democrática pesan más que los ruidos de campaña, y eso de los videos falsos con IA me parece muy grave para la credibilidad del proceso. 🗳️",0.66,Bogota_Cundinamarca,0.3662137967351237,1.0,2.0,0.0,0.0,0.023696682464454975,Calm
A00341,Cepeda,"La verdad, yo ya tengo claro mi voto y no me lo cambia ningún susto de último momento. He revisado las señales y las que hablan mal tienen mucho riesgo de ser pura campaña. Voy a votar con convicción.",0.59,Caribe,0.42688737422914635,0.0,2.0,0.0,0.0,0.0189873417721519,Assertive
A00342,Cepeda,"Vea, hombre, uno revisa la información con cuidado y no todo lo que dicen las encuestas es la última palabra. Yo voy con mi decisión porque las propuestas que me importan —anticorrupción, clase media, el medio ambiente— siguen siendo las que más me convencen. No me dejo llevar por el ruido.",0.52,Antioquia_EjeCafetero,0.518262339418526,0.0,2.0,1.0,0.0,0.01293103448275862,Assertive
A00343,De la Espriella,"Pues yo ya tengo mi decisión tomada y no me la cambia nadie. Revisé la información con cuidado y mi voto va con De la Espriella. Con respeto, creo que hay que votar con la cabeza fría y no dejarse llevar por rumores.",0.715,Antioquia_EjeCafetero,0.3497127222982216,0.0,1.0,0.0,0.0,0.029411764705882353,Calm
A00344,De la Espriella,"Yo sí pienso que hay que votar con convicción y no dejarse llevar por rumores. Revisé la información con cuidado y mi decisión está tomada. Qué pena con quienes esperaban que me echara para atrás, pero no.",0.68,Bogota_Cundinamarca,0.3483046683046683,0.0,1.0,0.0,0.0,0.01818181818181818,Calm
A00345,De la Espriella,"La verdad, uno ve tanta información dando vueltas que toca ser cuidadoso. Pues yo ya tengo claro mi voto y no me dejo llevar por noticias que ni siquiera están bien verificadas. Mañana voy a las urnas con la decisión tomada. 🗳️",0.72,Pacifico,0.4160975609756098,0.0,2.0,0.0,0.0,0.016666666666666666,Assertive
